name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
Allan Hills 84070,672,Valid,L6,3951.7,Found,01/01/1984 12:00:00 AM,-76.90824,156.8802,"(-76.90824, 156.8802)"
Allan Hills 84080,682,Valid,L6,286.8,Found,01/01/1984 12:00:00 AM,-76.89722,156.8853,"(-76.89722, 156.8853)"
Allan Hills 84091,693,Valid,H5,214.6,Found,01/01/1984 12:00:00 AM,-77.03872,157.21351,"(-77.03872, 157.21351)"
Allan Hills 84101,703,Valid,H6,220.9,Found,01/01/1984 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills 84102,704,Valid,L6,213.9,Found,01/01/1984 12:00:00 AM,-76.91024,156.79453,"(-76.91024, 156.79453)"
Allan Hills 84111,713,Valid,H5,131.5,Found,01/01/1984 12:00:00 AM,-76.74202,159.28689,"(-76.74202, 159.28689)"
Allan Hills 84117,719,Valid,H5,71.8,Found,01/01/1984 12:00:00 AM,-76.9095,156.69457,"(-76.9095, 156.69457)"
Allan Hills 84123,725,Valid,LL6,96.6,Found,01/01/1984 12:00:00 AM,-76.74281,158.83348,"(-76.74281, 158.83348)"
Allan Hills 84128,730,Valid,H5,2.1,Found,01/01/1984 12:00:00 AM,-76.71094,158.74709,"(-76.71094, 158.74709)"
Allan Hills 84138,740,Valid,H5,20.2,Found,01/01/1984 12:00:00 AM,-76.71035,158.78026,"(-76.71035, 158.78026)"
Allan Hills 84141,743,Valid,L6,130.3,Found,01/01/1984 12:00:00 AM,-76.90681,156.84795,"(-76.90681, 156.84795)"
Allan Hills 84142,744,Valid,L6,78.5,Found,01/01/1984 12:00:00 AM,-77.01141,156.94615,"(-77.01141, 156.94615)"
Allan Hills 84162,764,Valid,H5,42.3,Found,01/01/1984 12:00:00 AM,-76.71427,158.77844,"(-76.71427, 158.77844)"
Allan Hills 84171,773,Valid,H6,36.6,Found,01/01/1984 12:00:00 AM,-76.98612,156.87504,"(-76.98612, 156.87504)"
Allan Hills 84175,777,Valid,H5,35.4,Found,01/01/1984 12:00:00 AM,-76.95201,156.93536,"(-76.95201, 156.93536)"
Allan Hills 84207,809,Valid,L6,4.5,Found,01/01/1984 12:00:00 AM,-76.95208,156.93724,"(-76.95208, 156.93724)"
Allan Hills 84217,819,Valid,H5,2.7,Found,01/01/1984 12:00:00 AM,-77.0203,156.91357,"(-77.0203, 156.91357)"
Allan Hills 84224,826,Valid,H6,7.2,Found,01/01/1984 12:00:00 AM,-76.69405,159.38838,"(-76.69405, 159.38838)"
Allan Hills 84225,827,Valid,H5,8.7,Found,01/01/1984 12:00:00 AM,-76.65827,159.32682,"(-76.65827, 159.32682)"
Cumulus Hills 04046,32512,Valid,L5,9.0,Found,01/01/2003 12:00:00 AM,,,
Allan Hills 85012,878,Valid,CM2,3.9,Found,01/01/1985 12:00:00 AM,-77.035,157.18333,"(-77.035, 157.18333)"
Allan Hills 85021,887,Valid,H5,646.8,Found,01/01/1985 12:00:00 AM,-76.85498,156.46606,"(-76.85498, 156.46606)"
Allan Hills 85023,889,Valid,H6,438.5,Found,01/01/1985 12:00:00 AM,-76.83755,156.41507,"(-76.83755, 156.41507)"
Allan Hills 85035,901,Valid,LL6,420.1,Found,01/01/1985 12:00:00 AM,-76.73732,159.39194,"(-76.73732, 159.39194)"
Allan Hills 85037,903,Valid,H6,141.2,Found,01/01/1985 12:00:00 AM,-76.75225,159.38956,"(-76.75225, 159.38956)"
Allan Hills 85042,908,Valid,H5,127.9,Found,01/01/1985 12:00:00 AM,-76.90211,156.8671,"(-76.90211, 156.8671)"
Allan Hills 85050,916,Valid,L6,0.9,Found,01/01/1985 12:00:00 AM,-76.87869,156.49742,"(-76.87869, 156.49742)"
Allan Hills 85056,922,Valid,H5,7.5,Found,01/01/1985 12:00:00 AM,-76.84703,156.32009,"(-76.84703, 156.32009)"
Allan Hills 85059,925,Valid,LL6,8.8,Found,01/01/1985 12:00:00 AM,-76.90145,156.68738,"(-76.90145, 156.68738)"
Allan Hills 85068,934,Valid,H5,3.6,Found,01/01/1985 12:00:00 AM,-76.68239,159.3454,"(-76.68239, 159.3454)"
Allan Hills 85071,937,Valid,H5,18.7,Found,01/01/1985 12:00:00 AM,-76.9025,156.72098,"(-76.9025, 156.72098)"
Allan Hills 85074,940,Valid,H5,3.3,Found,01/01/1985 12:00:00 AM,-76.90183,156.70375,"(-76.90183, 156.70375)"
Allan Hills 85091,957,Valid,H5,31.1,Found,01/01/1985 12:00:00 AM,-76.85437,156.22563,"(-76.85437, 156.22563)"
Allan Hills 85092,958,Valid,L5,25.6,Found,01/01/1985 12:00:00 AM,-76.85415,156.43673,"(-76.85415, 156.43673)"
Allan Hills 85097,963,Valid,H5,61.4,Found,01/01/1985 12:00:00 AM,-76.91725,156.51686,"(-76.91725, 156.51686)"
Allan Hills 85101,967,Valid,L6,8.1,Found,01/01/1985 12:00:00 AM,-76.86028,156.43726,"(-76.86028, 156.43726)"
Allan Hills 85112,978,Valid,L6,23.0,Found,01/01/1985 12:00:00 AM,-76.85329,156.30473,"(-76.85329, 156.30473)"
Allan Hills 85130,995,Valid,H6,99.7,Found,01/01/1985 12:00:00 AM,-76.82138,156.03642,"(-76.82138, 156.03642)"
Allan Hills 85131,996,Valid,L6,34.2,Found,01/01/1985 12:00:00 AM,-76.85114,156.29878,"(-76.85114, 156.29878)"
Allan Hills 85141,1006,Valid,H5,10.6,Found,01/01/1985 12:00:00 AM,-76.83541,156.44315,"(-76.83541, 156.44315)"
Allan Hills 86600,1025,Valid,L6,411.1,Found,01/01/1986 12:00:00 AM,-76.69517,159.36667,"(-76.69517, 159.36667)"
Allan Hills 86607,1032,Valid,H6,2.9,Found,01/01/1986 12:00:00 AM,-76.73104,159.41678,"(-76.73104, 159.41678)"
Allan Hills 86610,1035,Valid,L5,0.8,Found,01/01/1986 12:00:00 AM,-76.73103,159.41682,"(-76.73103, 159.41682)"
Allan Hills 86611,1036,Valid,H5,9.3,Found,01/01/1986 12:00:00 AM,-76.72907,159.41208,"(-76.72907, 159.41208)"
Allan Hills 88004,1048,Valid,LL4,315.7,Found,01/01/1988 12:00:00 AM,-76.72991,158.75414,"(-76.72991, 158.75414)"
Allan Hills 88014,1058,Valid,H5,84.1,Found,01/01/1988 12:00:00 AM,-76.73142,158.72211,"(-76.73142, 158.72211)"
Allan Hills 88019,1063,Valid,H5,57.4,Found,01/01/1988 12:00:00 AM,-76.72723,159.40941,"(-76.72723, 159.40941)"
Allan Hills 88036,1080,Valid,H3.4,26.4,Found,01/01/1988 12:00:00 AM,-76.68219,159.31165,"(-76.68219, 159.31165)"
Allan Hills 88038,1082,Valid,H5,25.2,Found,01/01/1988 12:00:00 AM,-76.723,158.74015,"(-76.723, 158.74015)"
Allan Hills 88040,1084,Valid,H5,24.6,Found,01/01/1988 12:00:00 AM,-76.72481,158.70501,"(-76.72481, 158.70501)"
Allan Hills 88049,1093,Valid,H5/6,20.1,Found,01/01/1988 12:00:00 AM,-76.7003,159.30852,"(-76.7003, 159.30852)"
Allan Hills 88056,1100,Valid,H5,17.3,Found,01/01/1988 12:00:00 AM,-76.72006,159.40151,"(-76.72006, 159.40151)"
Allan Hills 88057,1101,Valid,H5,16.6,Found,01/01/1988 12:00:00 AM,-76.69458,159.28725,"(-76.69458, 159.28725)"
Allan Hills 88074,1118,Valid,H5,12.42,Found,01/01/1988 12:00:00 AM,-76.69205,159.29708,"(-76.69205, 159.29708)"
Allan Hills 88075,1119,Valid,H6,10.9,Found,01/01/1988 12:00:00 AM,-76.71667,159.33333,"(-76.71667, 159.33333)"
Allan Hills 88087,1131,Valid,H4,10.44,Found,01/01/1988 12:00:00 AM,-76.71667,159.33333,"(-76.71667, 159.33333)"
Allan Hills 88093,1137,Valid,H5,8.84,Found,01/01/1988 12:00:00 AM,-76.71667,159.33333,"(-76.71667, 159.33333)"
Allan Hills 88101,1145,Valid,H5-6,8.16,Found,01/01/1988 12:00:00 AM,-76.71667,159.33333,"(-76.71667, 159.33333)"
Allan Hills 88108,1152,Valid,H6,7.12,Found,01/01/1988 12:00:00 AM,-76.71667,159.33333,"(-76.71667, 159.33333)"
Allan Hills 88109,1153,Valid,L6,7.19,Found,01/01/1988 12:00:00 AM,-76.71667,159.33333,"(-76.71667, 159.33333)"
Allan Hills 88111,1155,Valid,H5,6.94,Found,01/01/1988 12:00:00 AM,-76.71667,159.33333,"(-76.71667, 159.33333)"
Allan Hills 88114,1158,Valid,H4,6.42,Found,01/01/1988 12:00:00 AM,-76.71667,159.33333,"(-76.71667, 159.33333)"
Allan Hills 88116,1160,Valid,H5,6.74,Found,01/01/1988 12:00:00 AM,-76.71667,159.33333,"(-76.71667, 159.33333)"
Allan Hills 88148,1192,Valid,H5,2.4,Found,01/01/1988 12:00:00 AM,-76.69341,159.40893,"(-76.69341, 159.40893)"
Allan Hills 90411,1254,Valid,L3.7,5836.5,Found,01/01/1990 12:00:00 AM,-76.98079,156.93013,"(-76.98079, 156.93013)"
Allan Hills 94007,1264,Valid,L3.4,1.2,Found,01/01/1994 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills 94012,1269,Valid,L4,9.0,Found,01/01/1994 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills 94019,1276,Valid,L6,6.1,Found,01/01/1994 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills 99101,1300,Valid,LL3,103.4,Found,01/01/2000 12:00:00 AM,-76.76098,159.45252,"(-76.76098, 159.45252)"
Allan Hills 99500,1301,Valid,CM2,13.6,Found,01/01/1999 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77005,1321,Valid,Martian (shergottite),482.5,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77008,1323,Valid,L6,93.0,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77011,1326,Valid,L3.5,291.5,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77014,1329,Valid,H5,308.8,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77025,1339,Valid,H5,19.4,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77034,1348,Valid,L3.5,1.8,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77057,1371,Valid,H4,3.03,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77074,1387,Valid,H5,12.1,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77075,1388,Valid,L/LL3,1.2,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77083,1396,Valid,H4,9.07,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77097,1410,Valid,H4/5,1.36,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77103,1416,Valid,H5,4.13,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77112,1424,Valid,H5,21.7,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77116,1428,Valid,H5,7.04,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77124,1436,Valid,H5,4.4,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77138,1450,Valid,H5,2.1,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77145,1457,Valid,H5,14.22,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77157,1469,Valid,H6,88.3,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77159,1471,Valid,L6,17.0,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77160,1472,Valid,L3.5,70.42,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77163,1475,Valid,L3.5,24.3,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77165,1477,Valid,L3.5,30.5,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77174,1486,Valid,H5,32.4,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77176,1488,Valid,L3.2,55.4,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77179,1491,Valid,H5,9.18,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77184,1496,Valid,H5,127.6,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77186,1498,Valid,H5,122.4,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77193,1504,Valid,H5,6.7,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77197,1508,Valid,L3.7,20.3,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77201,1512,Valid,H5,15.0,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77212,1523,Valid,H6,16.8,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77213,1524,Valid,H5,8.4,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77214,1525,Valid,L3.4,2111.0,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77222,1533,Valid,H4,125.4,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77223,1534,Valid,H4,207.9,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77227,1538,Valid,H5,16.0,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77228,1539,Valid,H5,19.3,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77237,1548,Valid,H5,4.1,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77239,1550,Valid,H6,19.0,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77255,1566,Valid,"Iron, ungrouped",765.1,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77259,1570,Valid,H5,294.0,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77262,1573,Valid,H4,861.5,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77280,1590,Valid,L6,3226.0,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77286,1596,Valid,H4,245.8,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77289,1599,Valid,"Iron, IAB-MG",2186.0,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77293,1603,Valid,L6,109.7,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A78001,1617,Valid,H5,84.5,Found,01/01/1978 12:00:00 AM,-76.75,159.5,"(-76.75, 159.5)"
Allan Hills A78012,1628,Valid,H5,38.1,Found,01/01/1978 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A78014,1630,Valid,L3,6.95,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A78017,1633,Valid,L3.5,2.9,Found,01/01/1978 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A78019,1635,Valid,Ureilite,30.3,Found,01/01/1978 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A78029,1645,Valid,H4,4.1,Found,01/01/1978 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A78040,1656,Valid,Eucrite-pmict,211.7,Found,01/01/1978 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A78050,1666,Valid,L6,1045.0,Found,01/01/1978 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A78058,1674,Valid,H5,14.44,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A78073,1688,Valid,LL6,2.98,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A78092,1707,Valid,H5,16.3,Found,01/01/1978 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A78116,1731,Valid,H5,127.8,Found,01/01/1978 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A78118,1733,Valid,H5,7.92,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A78135,1750,Valid,H6,130.8,Found,01/01/1978 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A78146,1760,Valid,H5,16.5,Found,01/01/1978 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A78150,1764,Valid,H5,15.8,Found,01/01/1978 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A78158,1772,Valid,Eucrite-pmict,15.1,Found,01/01/1978 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A78165,1779,Valid,Eucrite-pmict,20.9,Found,01/01/1978 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A78181,1794,Valid,H4,7.15,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A78196,1809,Valid,H4,11.2,Found,01/01/1978 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A78199,1812,Valid,H5,12.9,Found,01/01/1978 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A78202,1815,Valid,H5,12.95,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A78209,1822,Valid,H5,12.1,Found,01/01/1978 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A78216,1829,Valid,H5,4.75,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A78219,1832,Valid,H5,8.2,Found,01/01/1978 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A78221,1834,Valid,H5,5.4,Found,01/01/1978 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A78225,1838,Valid,H5,4.6,Found,01/01/1978 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A78253,1866,Valid,H5,6.8,Found,01/01/1978 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A79015,1890,Valid,H5,64.0,Found,01/01/1979 12:00:00 AM,-76.70528,159.32694,"(-76.70528, 159.32694)"
Allan Hills A79022,1897,Valid,L3.7-4,31.4,Found,01/01/1979 12:00:00 AM,-76.70194,159.39389,"(-76.70194, 159.39389)"
Allan Hills A79031,1905,Valid,H5,2.7,Found,01/01/1979 12:00:00 AM,-76.70306,159.39306,"(-76.70306, 159.39306)"
Allan Hills A79032,1906,Valid,H5,2.6,Found,01/01/1979 12:00:00 AM,-76.70306,159.39278,"(-76.70306, 159.39278)"
Allan Hills A79043,1917,Valid,L6,62.2,Found,01/01/1979 12:00:00 AM,-76.70306,159.37083,"(-76.70306, 159.37083)"
Allan Hills A79045,1918,Valid,L3.5,115.4,Found,01/01/1979 12:00:00 AM,-76.70278,159.40139,"(-76.70278, 159.40139)"
Allan Hills A79048,1921,Valid,H5,36.7,Found,01/01/1979 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A79051,1924,Valid,H5,23.9,Found,01/01/1979 12:00:00 AM,-76.70472,159.32389,"(-76.70472, 159.32389)"
Allan Hills A79052,1925,Valid,L6,22.6,Found,01/01/1979 12:00:00 AM,-76.68944,159.36333,"(-76.68944, 159.36333)"
Allan Hills A79054,1927,Valid,H5,36.0,Found,01/01/1979 12:00:00 AM,-76.69528,159.35611,"(-76.69528, 159.35611)"
Allan Hills A80105,1933,Valid,L6,445.1,Found,01/01/1980 12:00:00 AM,-76.77417,159.27556,"(-76.77417, 159.27556)"
Allan Hills A80107,1935,Valid,L6,177.8,Found,01/01/1980 12:00:00 AM,-76.77111,159.28722,"(-76.77111, 159.28722)"
Allan Hills A80108,1936,Valid,L6,124.5,Found,01/01/1980 12:00:00 AM,-76.77139,159.28833,"(-76.77139, 159.28833)"
Allan Hills A80110,1937,Valid,L6,167.6,Found,01/01/1980 12:00:00 AM,-76.77333,159.28167,"(-76.77333, 159.28167)"
Allan Hills A80122,1949,Valid,H6,49.8,Found,01/01/1980 12:00:00 AM,-76.69611,159.34333,"(-76.69611, 159.34333)"
Allan Hills A80127,1954,Valid,H5,47.5,Found,01/01/1980 12:00:00 AM,-76.68944,159.25611,"(-76.68944, 159.25611)"
Allan Hills A80131,1958,Valid,H4,19.8,Found,01/01/1980 12:00:00 AM,-76.68944,159.36917,"(-76.68944, 159.36917)"
Allan Hills A81012,1972,Valid,Eucrite-pmict,36.7,Found,01/01/1981 12:00:00 AM,-76.70528,159.305,"(-76.70528, 159.305)"
Allan Hills A81023,1983,Valid,L5,418.3,Found,01/01/1981 12:00:00 AM,-76.83005,158.22164,"(-76.83005, 158.22164)"
Allan Hills A81024,1984,Valid,H3.6,797.7,Found,01/01/1981 12:00:00 AM,-76.67844,159.26614,"(-76.67844, 159.26614)"
Allan Hills A81027,1987,Valid,L6,3835.3,Found,01/01/1981 12:00:00 AM,-76.69,159.26305,"(-76.69, 159.26305)"
Allan Hills A81028,1988,Valid,L6,80.09999999999998,Found,01/01/1981 12:00:00 AM,-76.69,159.26305,"(-76.69, 159.26305)"
Allan Hills A81038,1998,Valid,H6,229.0,Found,01/01/1981 12:00:00 AM,-76.68972,159.26583,"(-76.68972, 159.26583)"
Allan Hills A81053,2013,Valid,L3.5,2.5,Found,01/01/1981 12:00:00 AM,-76.68889,159.35889,"(-76.68889, 159.35889)"
Allan Hills A81064,2024,Valid,H5,191.0,Found,01/01/1981 12:00:00 AM,-76.69333,159.38305,"(-76.69333, 159.38305)"
Allan Hills A81071,2031,Valid,H5,2.5,Found,01/01/1981 12:00:00 AM,-76.68361,159.33889,"(-76.68361, 159.33889)"
Allan Hills A81080,2040,Valid,H5,16.7,Found,01/01/1981 12:00:00 AM,-76.69139,159.38778,"(-76.69139, 159.38778)"
Allan Hills A81081,2041,Valid,H5,5.0,Found,01/01/1981 12:00:00 AM,-76.69222,159.39055,"(-76.69222, 159.39055)"
Allan Hills A81085,2045,Valid,L3.5,16.2,Found,01/01/1981 12:00:00 AM,-76.69306,159.39222,"(-76.69306, 159.39222)"
Allan Hills A81090,2050,Valid,H5,9.5,Found,01/01/1981 12:00:00 AM,-76.69306,159.39222,"(-76.69306, 159.39222)"
Allan Hills A81102,2062,Valid,H6,196.0,Found,01/01/1981 12:00:00 AM,-76.69861,159.39583,"(-76.69861, 159.39583)"
Allan Hills A81107,2067,Valid,L6,139.6,Found,01/01/1981 12:00:00 AM,-76.77417,159.28306,"(-76.77417, 159.28306)"
Allan Hills A81109,2069,Valid,H4,1.1,Found,01/01/1981 12:00:00 AM,-76.68444,159.34,"(-76.68444, 159.34)"
Allan Hills A81122,2082,Valid,L6,20.9,Found,01/01/1981 12:00:00 AM,-76.70139,159.40333,"(-76.70139, 159.40333)"
Allan Hills A81132,2092,Valid,H5,5.4,Found,01/01/1981 12:00:00 AM,-76.69361,159.34333,"(-76.69361, 159.34333)"
Allan Hills A81154,2114,Valid,H6,1.1,Found,01/01/1981 12:00:00 AM,-76.6825,159.3475,"(-76.6825, 159.3475)"
Allan Hills A81161,2121,Valid,H5,122.2,Found,01/01/1981 12:00:00 AM,-76.71382,158.77108,"(-76.71382, 158.77108)"
Allan Hills A81183,2143,Valid,H5,104.2,Found,01/01/1981 12:00:00 AM,-76.66899,159.30365,"(-76.66899, 159.30365)"
Allan Hills A81184,2144,Valid,L4,16.7,Found,01/01/1981 12:00:00 AM,-76.67705,159.26642,"(-76.67705, 159.26642)"
Allan Hills A81191,2151,Valid,L3,30.4,Found,01/01/1981 12:00:00 AM,-76.69056,159.35139,"(-76.69056, 159.35139)"
Allan Hills A81223,2182,Valid,H6,9.5,Found,01/01/1981 12:00:00 AM,-76.71222,159.34444,"(-76.71222, 159.34444)"
Allan Hills A81224,2183,Valid,H6,13.6,Found,01/01/1981 12:00:00 AM,-76.68667,159.34333,"(-76.68667, 159.34333)"
Allan Hills A81235,2194,Valid,L6,6.7,Found,01/01/1981 12:00:00 AM,-76.68111,159.34417,"(-76.68111, 159.34417)"
Allan Hills A81247,2206,Valid,L6,104.2,Found,01/01/1981 12:00:00 AM,-76.71664,158.73072,"(-76.71664, 158.73072)"
Allan Hills A81263,2222,Valid,H5,6.0,Found,01/01/1981 12:00:00 AM,-76.69805,159.33778,"(-76.69805, 159.33778)"
Allan Hills A81284,2242,Valid,H5,9.9,Found,01/01/1981 12:00:00 AM,-76.68083,159.34444,"(-76.68083, 159.34444)"
Allan Hills A81285,2243,Valid,LL6,20.0,Found,01/01/1981 12:00:00 AM,-76.65955,159.31255,"(-76.65955, 159.31255)"
Allan Hills A81291,2249,Valid,H6,3.9,Found,01/01/1981 12:00:00 AM,-76.69167,159.39028,"(-76.69167, 159.39028)"
Allan Hills A81294,2252,Valid,H5,8.6,Found,01/01/1981 12:00:00 AM,-76.68889,159.34722,"(-76.68889, 159.34722)"
Allan Hills A81296,2254,Valid,H5,12.7,Found,01/01/1981 12:00:00 AM,-76.6975,159.39722,"(-76.6975, 159.39722)"
Allan Hills A81298,2256,Valid,H6,16.2,Found,01/01/1981 12:00:00 AM,-76.70917,159.35916,"(-76.70917, 159.35916)"
Allan Hills A81317,2275,Valid,H6,0.4,Found,01/01/1981 12:00:00 AM,-76.69361,159.39416,"(-76.69361, 159.39416)"
Alnif,2282,Valid,H5,8000.0,Found,01/01/1992 12:00:00 AM,30.66667,-5.16667,"(30.66667, -5.16667)"
Alvord,2287,Valid,"Iron, IVA",17500.0,Found,01/01/1976 12:00:00 AM,43.32222,-96.28889,"(43.32222, -96.28889)"
